UNIDADE_DA_FEDERACAO;MUNICIPIO;NUMERO_REGISTRO_ESTABELECIMENTO;STATUS_DO_REGISTRO;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;AREA_ATUACAO;ATIVIDADE;CLASSIFICACAO
GO;Palmeiras de Goiás;GO0015520;Ativo;**.***.405/***-**;FERTILIZANTES ORGANO BURITIS LTDA;ORGANO BURITIS;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;SUBSTRATO PARA PLANTAS
SP;Indaiatuba;SP0028940;Ativo;**.***.915/***-**;CARREFOUR COMÉRCIO E INDUSTRIA LTDA;CIN;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PE;Petrolina;PE0003476;Ativo;**.***.929/***-**;CULTIFERTIL - FABRICAÇÃO DE ADUBOS E FERTILIZANTES;Cultifertil Bioscience;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;São José do Rio Preto;SP0024228;Ativo;**.***.155/***-**;RURAL CENTER ATACADISTA LTDA;Rural center;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Sorriso;MT0001937;Ativo;**.***.608/***-**;AGROINSUMOS COMERCIAL AGRÍCOLA LTDA;AGROINSUMOS COMERCIAL AGRICOLA LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Salto;SP0041599;Ativo;**.***.915/***-**;CARREFOUR COMÉRCIO E INDUSTRIA LTDA;CST;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Confresa;MT0002356;Ativo;**.***.105/***-**;MASSA VERDE AGROCOMERCIAL LTDA;MASSA VERDE AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Tatuí;SP0021539;Ativo;**.***.665/***-**;PHOLIAR COMERCIO DE DEFENSIVOS E FERTILIZANTES AGRICOLAS LTDA;POLIFOL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Piraju;SP0041130;Ativo;**.***.267/***-**;PEDREIRA PIRAJU LTDA;PEDREIRA PIRAJU;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;REMINERALIZADOR
BA;Juazeiro;BA0006688;Ativo;**.***.820/***-**;WITERA SERVICOS DE ESCRITORIO LTDA;WITERA FERTILIZERS OVERSEAS;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SE;Nossa Senhora da Glória;SE0002151;Ativo;**.***.192/***-**;COMERCIAL SERTANEJA LTDA;AGROSERTANEJA GAS E BEBIDAS ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Janaúba;MG0010383;Ativo;**.***.756/***-**;VERTIX AGROINDUSTRIA LTDA;VERTIX AGROINDUSTRIA;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
MT;Sapezal;MT0001473;Ativo;**.***.034/***-**;VIA FÉRTIL PRODUTOS AGROPECUÁRIOS LTDA;vIA FERTIL PRODUTOS AGROPECUARIOS LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Indaial;SC0011770;Ativo;**.***.984/***-**;ELEVA QUÍMICA LTDA;ELEVA QUIMICA;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTOS A GRANEL PARA COMERCIALIZAÇÃO EM EMBALAGENS PRÓPRIAS
MT;Querência;MT0002100;Ativo;**.***.462/***-**;A.C DE LOBO AMEIDA;FOLIGREEN;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Piracicaba;SP0025283;Ativo;**.***.886/***-**;TO FARMS COMERCIO DE PRODUTOS E SERVIÇOS AGRICOLAS LTDA;TO FARMS LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
MT;Rondonópolis;MT0002321;Ativo;**.***.260/***-**;ALGE AGRO INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;ALGE AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
RS;Carazinho;RS0032581;Ativo;**.***.723/***-**;INDIGO BRAZIL AGRICULTURA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Carazinho;RS0032581;Ativo;**.***.723/***-**;INDIGO BRAZIL AGRICULTURA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EM GRANEL
SP;Cachoeira Paulista;SP0056227;Ativo;**.***.841/***-**;COOPERATIVA DE LATICINIOS DE CACHOEIRA PAULISTA;colacap;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Santo Antônio de Posse;SP0020907;Ativo;**.***.292/***-**;GARDEN FLORA COMERCIO DE SEMENTES E FERRAMENTAS LTDA;GARDEN FLORA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;São Paulo;SP0045683;Ativo;**.***.579/***-**;COMERCIAL DE ALIMENTOS CARREFOUR LTDA;ERE;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Lucas do Rio Verde;MT0002003;Ativo;**.***.942/***-**;INOCULAR SOLUÇÕES BIOTECNOLOGICAS LTDA;INOCULAR SOLUÇÕES BIOTECNOLÓGICAS;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
MS;Naviraí;MS0009474;Ativo;**.***.278/***-**;COOPERATIVA AGROINDUSTRIAL COPAGRIL;COOPERATIVA AGROINDUSTRIAL COPAGRIL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PE;Petrolina;PE0002542;Ativo;**.***.796/***-**;DNA SOLUCOES COMERCIO DE PRODUTOS AGRICOLAS EIRELLI;DNA AGRONEGOCIOS;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Franca;SP0025860;Ativo;**.***.069/***-**;ACANÃ AGROPECUÁRIA LTDA ME;ACANÃ AGROPECUÁRIA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Paula Freitas;PR0017230;Ativo;**.***.901/***-**;EKOSOLOS INDUSTRIA REMINERALIZADORA DE SOLOS LTDA;MINERALLE AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;REMINERALIZADOR
MG;Lavras;MG0010065;Ativo;**.***.330/***-**;NOGUEIRA & GUIMARAES INSUMOS AGROPECUÁRIOS LTDA ME;NOGUEIRA & GUIMARÃES;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CONDICIONADOR DE SOLO
SP;Holambra;SP0021571;Ativo;**.***.336/***-**;ALGAE BIOTEC LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Conceição das Alagoas;MG0009539;Ativo;**.***.104/***-**;CULTURA PRODUTOS AGRÍCOLAS LTDA ;Cultura Agrícola;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Porto Alegre;RS0032093;Cancelado;**.***.398/***-**;COFCO INTERNATIONAL GRAINS LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Joinville;SC0018635;Ativo;**.***.216/***-**;ANDERMATT DO BRASIL SOLUÇÕES BIOLÓGICAS LTDA;Andermatt do Brasil Soluções Biológicas;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
SC;Joinville;SC0018635;Ativo;**.***.216/***-**;ANDERMATT DO BRASIL SOLUÇÕES BIOLÓGICAS LTDA;Andermatt do Brasil Soluções Biológicas;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;INOCULANTE
SP;Valinhos;SP0023825;Ativo;**.***.095/***-**;LEVRAS COMERCIO DE PLANTAS E ADUBOS LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MS;Campo Grande;MS0009482;Ativo;**.***.333/***-**;ADUBRAS FERTILIZANTES S/A;INPEK FERTILIZANTES S/A;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MG;Divino;MG0011118;Ativo;**.***.390/***-**;COMPANHIA DE ADUBOS FOLIARES DO BRASIL LTDA;CAF DO BRASIL;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
PR;Ponta Grossa;PR0008397;Ativo;**.***.281/***-**;TSM GROUP ADUBOS LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
AL;Lagoa da Canoa;AL0001910;Ativo;**.***.090/***-**;DIOGO DE MATOS SANTOS ADUBOS;DM ADUBOS E FARELOS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Camaquã;RS0031577;Ativo;**.***.237/***-**;DAGRAMAS COMERCIO E REPRESENTAÇÕES DE PRODUTOS RURAIS LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Imbituba;SC0013390;Ativo;**.***.918/***-**;MANUCHAR AGRO COMERCIO E IMPORTACAO DE INSUMOS AGRICOLAS LTDA;MANUCHAR AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
SP;Jaboticabal;SP0048976;Ativo;**.***.767/***-**;KENTÔ AGRONEGÓCIOS LTDA.;Kentô ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Americana;SP0031739;Ativo;**.***.552/***-**;DALLGREE COMERCIO DE PRODUTOS AGRICOLA LTDA;DALLGREE - TECNOLOGIA EM INSUMOS AGRICOLA;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
RO;Porto Velho;RO0002100;Ativo;**.***.228/***-**;fertilizantes tocantins s.a;fertilizantes tocantins s.a;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PE;Cabrobó;PE0003654;Ativo;**.***.482/***-**;ST PRODUTOS AGRICOLAS LTDA;ST AGRONEGÓCIO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
CE;Fortaleza;CE0015890;Ativo;**.***.517/***-**;WB COMERCIAL DE PLANTAS NATURAIS E PAISAGISMO LTDA  - ME;STOP GRAMA E JARDIM ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Ibitinga;SP0057452;Ativo;**.***.681/***-**;PESSOA JURIDICA CARGA_SIAFI;QUALICITRUS AGRICOLA LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Santa Bárbara D'Oeste;SP0055840;Ativo;**.***.726/***-**;SEMENTEK COMERCIO E REPRESENTACOES LTDA;SEMENTEK ;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Campinas;SP0047732;Ativo;**.***.096/***-**;GOPLAN S/A;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Palestina;SP0065242;Ativo;**.***.450/***-**;COOPERATIVA AGROPECUÁRIA MISTA DA REGIÃO DE PALESTINA;COOARPA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Araucária;PR0022500;Ativo;**.***.823/***-**;ARMAZEM ARAUCARIA PRODUTOS AGRICOLAS LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Porto Ferreira;SP0040762;Ativo;**.***.951/***-**;FERRARI AGROINDUSTRIA S/A;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
RS;Cruzeiro do Sul;RS0038717;Ativo;**.***.192/***-**;INDUSTRIA E COMERCIO JARDINS DO SUL LTDA;JARDINS DO SUL;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;SUBSTRATO PARA PLANTAS
RO;Cerejeiras;RO0003115;Ativo;**.***.718/***-**;C.A. RURAL DISTRIBUIDORA DE DEFENSIVOS LTDA;CENTRAL AGRICOLA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Reduto;MG0010120;Ativo;**.***.546/***-**;CAFE BRASIL INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTDA;CAFÉ BRASIL FERTILIZANTES;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
CE;Fortaleza;CE0008508;Ativo;**.***.938/***-**;COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS LTDA.;Cobasi - O Shopping do seu Animal;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PA;Paragominas;PA0005487;Cancelado;**.***.398/***-**;COFCO INTERNATIONAL GRAINS LTDA;COFCO INTERNATIONAL GRAINS LTDA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Nova Odessa;SP0031895;Ativo;**.***.398/***-**;CODEN- COMPANHIA DE DESENVOLVIMENTO DE NOVA ODESSA; Nova Fertil;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
PR;Balsa Nova;PR0014257;Ativo;**.***.372/***-**;GLOBAL SISTEMAS AMBIENTAIS LTDA;GLOBAL SISTEMAS AMBIENTAIS;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CONDICIONADOR DE SOLO
MS;Dourados;MS0009989;Ativo;**.***.138/***-**;COMPASS MINERALS AMÉRICA DO SUL INDÚSTRIA E COMÉRCIO S.A.;COMPASS MINERALS AMÉRICA DO SUL INDÚSTRIA E COMÉRCIO S.A.;FERTILIZANTE, INOCULANTE E CORRETIVO;EXPORTADOR;PRODUTO EXPORTADO EMBALADO
PB;Piancó;PB0009652;Ativo;**.***.125/***-**;JOAQUIM ARAÚJO DE MELO NETO (SOLO SANTO);SOLO SANTO;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
AL;Maceió;AL0003174;Ativo;**.***.849/***-**;CULTIVAR COMÉRCIO AGRÍCOLA E REPRESENTAÇÕES LTDA;CULTIVAR;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;Irineópolis;SC0013838;Ativo;**.***.126/***-**;AGROXISTO COMÉRCIO E REPRESENTAÇÃO COMERCIAL LTDA-ME;AGROXISTO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PA;Castanhal;PA0005827;Ativo;**.***.241/***-**;J.T COMERCIO DA AMAZONIA LTDA;MONTE VERDE AGRO COMERCIO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Lucas do Rio Verde;MT0002666;Ativo;**.***.690/***-**;BIOMA INDUSTRIA COMERCIO E DISTRIBUICAO LTDA;Bioma;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Passo Fundo;RS0033316;Ativo;**.***.138/***-**;COMPASS MINERALS AMÉRICA DO SUL INDÚSTRIA E COMÉRCIO S.A.;COMPASS MINERALS AMÉRICA DO SUL INDÚSTRIA E COMÉRCIO S.A.;FERTILIZANTE, INOCULANTE E CORRETIVO;EXPORTADOR;PRODUTO EXPORTADO EMBALADO
RS;Marau;RS0038172;Cancelado;**.***.398/***-**;COMERCIAL NIKI LTDA;Bello Jardim;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;SUBSTRATO PARA PLANTAS
MS;Dourados;MS0009865;Ativo;**.***.643/***-**;SIMBIOSE INDÚSTRIA E COMÉRCIO DE FERTILIZANTES E INSUMOS MICROBIOLÓGICOS LTDA;Simbiose-Agro;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Patrocínio;MG0025798;Ativo;**.***.335/***-**;ADUBOORGAM- FERTILIZANTES ORGANOMINERAIS LTDA-ME;ADUBOORGAM;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Ibiúna;SP0051462;Ativo;**.***.105/***-**;CM4AGRO COMERCIO E DISTRIBUIÇÃO DE FERTILIZANTES LTDA;CM4AGRO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
GO;Aparecida de Goiânia;GO0007706;Ativo;**.***.723/***-**;INDIGO BRAZIL AGRICULTURA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EM GRANEL
MG;Patrocínio;MG0012360;Ativo;**.***.939/***-**;KAFA COMERCIO E REPRESENTAÇÃO LTDA ME;KAFA AGRICOLA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
BA;Luís Eduardo Magalhães;BA0007447;Ativo;**.***.697/***-**;AMAGGI LOUIS DREYFUS ZEN-NOH GRAOS S.A.;ALZ GRAOS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Valinhos;SP0025097;Ativo;**.***.723/***-**;INDIGO BRAZIL AGRICULTURA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SE;Aracaju;SE0002402;Ativo;**.***.346/***-**;PAULO SERGIO DE ARAUJO SANTOS;pecuagri;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
ES;Pinheiros;ES0008680;Ativo;**.***.987/***-**;HOMEOPLANT LTDA ME;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SC;São Francisco do Sul;SC0014222;Ativo;**.***.959/***-**;OCP FERTILIZANTES LTDA.;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
RN;Mossoró;RN0004081;Ativo;**.***.870/***-**;TILAWA AGRO BRASIL LTDA;TILAWA AGRO BRASIL;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
BA;Luís Eduardo Magalhães;BA0006548;Ativo;**.***.250/***-**;TECHFIELD COMERCIAL AGRICOLA LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
RS;Passo Fundo;RS0043303;Ativo;**.***.503/***-**;LEAF BIOTECNOLOGIA LTDA;LEAF BIOTECNOLOGIA;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
ES;Sooretama;ES0007528;Cancelado;**.***.813/***-**;ALPO AGRONEGÓCIOS;NATUEC;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Tangará da Serra;MT0002950;Ativo;**.***.857/***-**;MADEFLOR FERTILIZANTES LTDA;MADEFLOR FERTILIZANTES;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
DF;Brasília;DF0003484;Ativo;**.***.617/***-**;EC EMB TES;EC EMB TES 1;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Balsa Nova;PR0024066;Ativo;**.***.454/***-**;DH LOG ARMAZENAGENS E TRANSPORTE LTDA.;New GEN;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
MT;Tapurah;MT0002895;Ativo;**.***.632/***-**;SIPAL INDÚSTRIA E COMÉRCIO LTDA;SIPAL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Frutal;MG0011355;Ativo;**.***.201/***-**;MENGATTO COMERCIO DE FERTILIZANTES LTDA;BIOTEC FERTILIZANTES;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PA;Paragominas;PA0005851;Ativo;**.***.254/***-**;AMAGGI EXPORTAÇÃO E IMPORTAÇÃO LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MT;Santa Elvira;MT0005010;Ativo;**.***.503/***-**;AMBIOS FERTILIZANTES LTDA;AMBIOS;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE ORGÂNICO
TO;Porto Nacional;TO0005436;Ativo;**.***.897/***-**;SINAGRO PRODUTOS AGROPECUARIOS LTDA;SINAGRO PRODUTOS AGROPECUÁRIOS S.A;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Maringá;PR0012602;Ativo;**.***.008/***-**;SINTESE AGRO SCIENCE LTDA;SINTESE AGRO SCIENCE;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Campinas;SP0029696;Ativo;**.***.348/***-**;INFINITY AGRO COMERCIAL LTDA;INFINITY BRASIL;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
MG;Uberlândia;MG0012807;Ativo;**.***.353/***-**;HAIFA QUIMICA DO BRASIL LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MG;Caetanópolis;MG0013340;Ativo;**.***.377/***-**;VERDE HORIZONTE FERTILIZANTES LTDA-EPP;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
GO;Catalão;GO0007927;Ativo;**.***.625/***-**;FOCO FERTILIZANTES LTDA;FOCO FERTILIZANTES;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
MG;Uberaba;MG0011800;Ativo;**.***.306/***-**;SIPCAM NICHINO BRASIL S.A.;;FERTILIZANTE, INOCULANTE E CORRETIVO;IMPORTADOR;PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SP;Ribeirão Preto;SP0024538;Ativo;**.***.973/***-**;INCOPAQ - INDUSTRIA E COMERCIO DE PRODUTOS AGROPECUÁRIOS E QUIMICOS LTDA;INCOPAQ;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
PA;Castanhal;PA0005550;Ativo;**.***.168/***-**;MONTE VERDE AGROMIX COMÉRCIO PRODUTOS AGRÍCOLAS LTDA;MONTE VERDE AGROMIX;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
PR;Maringá;PR0017183;Ativo;**.***.450/***-**;COCAMAR COOPERATIVA AGROINDUSTRIAL;INDUSTRIA DE FERTILIZANTES FOLIARES;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SC;Imbituba;SC0014516;Ativo;**.***.208/***-**;IMBITUBA FERTILIZANTES LTDA;IMBITUBA FERTILIZANTES;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
SP;Osvaldo Cruz;SP0024708;Ativo;**.***.644/***-**;FERTIBASE REPRESENTAÇÕES LTDA;FERTIBASE;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
AL;Craíbas;AL0001902;Ativo;**.***.603/***-**;D F DA SILVA;CASA DO CAMPO;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SC;São Francisco do Sul;SC0023655;Ativo;**.***.212/***-**;GROW FERTILIZANTES LTDA;;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EM GRANEL
MS;Jardim;MS0013374;Ativo;**.***.579/***-**;BOA VISTA COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;BOA VISTA;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Ribeirão Preto;SP0048224;Ativo;**.***.604/***-**;ELOIM COMERCIO E REPRESENTAÇÕES LTDA;ELOIM;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
SP;Guaiçara;SP0058807;Ativo;**.***.265/***-**;JBS S/A;;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;CONDICIONADOR DE SOLO
MS;Naviraí;MS0012599;Ativo;**.***.008/***-**;COMERCIO DE PRODUTOS AGRICOLAS CAMPOS VERDES;SINTESE AGRO SCIENCE;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
CE;Tianguá;CE0010499;Ativo;**.***.643/***-**;R N MENDES GUERREIRO;guerreiroagro;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
CE;Quixeré;CE0011290;Ativo;**.***.607/***-**;FABRICAL FABRICA DE CAL S.A; Fabrical;FERTILIZANTE, INOCULANTE E CORRETIVO;PRODUTOR;FERTILIZANTE MINERAL
RS;Tunas;RS0046710;Ativo;**.***.595/***-**;COOPERATIVA TRITICOLA DE ESPUMOSO LTDA;COTRIEL TUNAS;FERTILIZANTE, INOCULANTE E CORRETIVO;COMERCIANTE;PRODUTO COMERCIALIZADO EMBALADO
