UNIDADE_DA_FEDERACAO,MUNICIPIO,NUMERO_REGISTRO_ESTABELECIMENTO,CNPJ,RAZAO_SOCIAL,NOME_FANTASIA,AREA_ATUACAO,ATIVIDADE,CLASSIFICACAO
RO,Porto Velho,RO0004073,**.***.138/***-**,FERTITEX AGRO - FERTILIZANTES E PRODUTOS AGROPECUARIOS LTDA,FERTITEX AGROPECUARIA,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SP,Mirassol,SP0048852,**.***.945/***-**,ESPACO RURAL COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,ESPACO RURAL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Garibaldi,RS0043311,**.***.312/***-**,RUDAN AGROTECNOLOGIA LTDA.,RUDAN AGROTECNOLOGIA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
RS,Garibaldi,RS0043311,**.***.312/***-**,RUDAN AGROTECNOLOGIA LTDA.,RUDAN AGROTECNOLOGIA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
GO,Cristalina,GO0015946,**.***.301/***-**,Parceria Agricola,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Mariana,MG0021210,**.***.992/***-**,LOJA DO FAZENDEIRO LTDA-ME,Recanto do Fazendeiro,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Pouso Alegre,MG0034746,**.***.474/***-**,H&F SUL MINEIRA AGRÍCOLA DO BRASIL LTDA,AgRoss,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Campo Erê,SC0029700,**.***.909/***-**,SOLLO SUL INSUMOS AGRÍCOLAS LTDA,SOLLO SUL INSUMOS AGRÍCOLAS LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Lavras,MG0023124,**.***.791/***-**,"TERRA NOVA COMÉRCIO, REPRESENTAÇÕES E ASSISTÊNCIA T´CNICA AGRÍCOLA LTDA.",TERRA NOVA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Sinop,MT0014290,**.***.102/***-**,TRES TENTOS AGROINDUSTRIAL SA,Três Tentos,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MG,Lavras,MG0034169,**.***.269/***-**,VERDE LAVRAS PROJETOS E CONSULTORIA AMBIENTAL,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Alta Floresta,MT0013587,**.***.739/***-**,AGROMAVE INSUMOS AGRÍCOLA LTDA,AGROMAVE EXPRESS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Ipiranga do Norte,MT0008230,**.***.023/***-**,FIAGRIL LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Monte Azul Paulista,SP0061778,**.***.989/***-**,SAFRARRICA COMÉRCIO E REPRESENTAÇÕES DE PRODUTOS AGRÍCOLAS LTDA,SAFRA RICA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Sorriso,MT0010154,**.***.535/***-**,AMERICA INSUMOS AGRICOLAS LTDA,América Insumos,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Sapezal,MT0010383,**.***.002/***-**,SOLIDA INSUMOS E IMPLEMENTOS AGRICOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Casa Branca,SP0057380,**.***.681/***-**,QUALICICLO AGRICOLA S/A.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Pirangi,SP0055913,**.***.833/***-**,VIDOTTI COMÉRCIO E REPRESENTAÇÃO COMERCIAL DE PRODUTOS AGROPECUÁRIOS LTDA,VIDOTTI COMERCIO E TRANSPORTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PA,Capanema,PA0009920,**.***.425/***-**,CIMENTOS DO BRASIL S/A,CIBRASA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CORRETIVO
MG,São João do Manhuaçu,MG0026603,**.***.289/***-**,OPÇÃO AGRO LTDA,OPÇÃO AGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RO,Machadinho D'Oeste,RO0004863,**.***.842/***-**,CASA DA LAVOURA MAQUINAS E IMPLEMENTOS AGRICOLAS L,CASA DA LAVOURA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Piraju,SP0049816,**.***.287/***-**,"BUSSADORI, GARCIA & CIA LTDA",AGRO 100,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Conceição das Pedras,MG0031283,**.***.715/***-**,ALIANCA COMERCIO E FERTILIZANTES LTDA,ALIANCA AGRICOLA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Rosário Oeste,MT0009610,**.***.648/***-**,OURO GRAN FERTILIZANTES E TRANSPORTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Rio Grande,RS0046159,**.***.841/***-**,TECNOGRAN AGRONUTRIENTES LTDA,Tecnogran,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
ES,Vila Velha,ES0011266,**.***.645/***-**,THS AGROBUSINESS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
ES,Vila Velha,ES0011266,**.***.645/***-**,THS AGROBUSINESS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MG,Uberlândia,MG0022128,**.***.929/***-**,EQUILIBRIO FERTILIZANTES LTDA,EQUILIBRIO FERTILIZANTES LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
SC,Chapecó,SC0025658,**.***.213/***-**,LIFE AGRO DO BRASIL COMERCIO DE INSUMOS AGRICOLAS SA,LIFE AGRO DO BRASIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Sorocaba,SP0054488,**.***.003/***-**,NOVARTE AGRO LTDA,Novarte Agro,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Bom Jesus de Goiás,GO0013439,**.***.057/***-**,OMEGA AGRO LTDA,MAN NUTRY,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RN,Natal,RN0005762,**.***.510/***-**,TERRA FORTE PRODUTOS AGROPECUARIOS LTDA,TERRA FORTE PRODUTOS AGROPECUARIOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Trindade,GO0012718,**.***.933/***-**,GUIMARAES COMERCIO INDUSTRIA E TRANSPORTE LTDA,GUIMARAES COMERCIO INDUSTRIA E TRANSPORTE LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Barretos,SP0052051,**.***.486/***-**,INBRAFERT COMÉRCIO DE FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PA,Belterra,PA0008630,**.***.821/***-**,COMINA EMPRESA DE MINERACAO LTDA,COMINA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CORRETIVO
MT,Cuiabá,MT0009040,**.***.733/***-**,MACROBIO COMERCIO DE INSUMOS AGRICOLAS LTDA,MACROBIO NUTRICAO VEGETAL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Nova Maringá,MT0009148,**.***.403/***-**,ASTER MÁQUINAS E SOLUÇÕES INTEGRADAS LTDA,Áster Máquinas e Soluções Integradas Ltda. Filial Nova Maringa,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
BA,Juazeiro,BA0013552,**.***.810/***-**,CARVALHO PINTO COMERCIO DE PRODUTOS AGRICOLAS LTDA,PLANTEFERTIL COMERCIO DE PRODUTOS AGRICOLAS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Juatuba,MG0022624,**.***.212/***-**,DESTINAR GESTAO DE RESIDUO LTDA,DESTINAR,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
GO,Palmeiras de Goiás,GO0012513,**.***.900/***-**,RURAL BRASIL S.A.,RURAL BRASIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
AM,Manaus,AM0003760,**.***.949/***-**,AMAZONGROW FABRICACAO DE FERTILIZANTES LTDA,AmazonGrow,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
MT,Nova Xavantina,MT0009920,**.***.301/***-**,CUSTON NUTRIÇÃO VEGETAL LTDA,Custon,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
ES,Alto Rio Novo,ES0011177,**.***.152/***-**,COOPERATIVA AGRARIA DOS CAFEICULTORES DE SAO GABRIEL - COOABRIEL,COOABRIEL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Itajaí,MS0015555,**.***.471/***-**,JPP TRADING COMERCIAL IMPORTADORA E EXPORTADORA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
MS,Campo Grande,MS0015555,**.***.471/***-**,JPP TRADING COMERCIAL IMPORTADORA E EXPORTADORA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
MS,Campo Grande,MS0015555,**.***.471/***-**,JPP TRADING COMERCIAL IMPORTADORA E EXPORTADORA LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
RO,Seringueiras,RO0004049,**.***.397/***-**,CASA DA LAVOURA COMERCIO DE PRODUTOS VETERINARIOS E AGRICOLAS LTDA,CASA DA LAVOURA COMERCIO DE PRODUTOS VETERINARIOS E AGRICOLAS LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Batatais,SP0058599,**.***.615/***-**,BIOSSÍNTESE AGRISCIENCE LTDA,Biossíntese AgrisCience,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,INOCULANTE
RS,Ibirapuitã,RS0048054,**.***.286/***-**,POLLI FERTILIZANTES INDUSTRIA E TRANSPORTES S.A,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Santiago,RS0051713,**.***.680/***-**,LUIS AUGUSTO DE CAMARGO BACCIN E CIA LTDA,MUNDO VIVO,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
SP,Indaiatuba,SP0059510,**.***.581/***-**,AGRIVALLE BRASIL IND.E COM. DE PRODUTOS AGRICOLAS S.A.,agrivale brasil,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
SP,Bebedouro,SP0051870,**.***.153/***-**,COPAGRI - COMERCIAL PARANAENSE AGRICOLA S.A.,COPAGRI - COMERCIAL PARANAENSE AGRICOLA S.A.,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
BA,Luís Eduardo Magalhães,BA0013811,**.***.525/***-**,ZHONGSHAN QUIMICA DO BRASIL LTDA,Zhongshan Química do Brasil,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Maringá,PR0033316,**.***.002/***-**,PEDREIRA INGÁ,Pedreira Ingá,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,REMINERALIZADOR
SC,São Francisco do Sul,SC0026247,**.***.841/***-**,TECNOGRAN AGRONUTRIENTES LTDA,Tecnogran,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
PE,Araripina,PE0007560,**.***.632/***-**,COMPANHIA BRASILEIRA DE MINERACAO LTDA,CBM,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
MG,Carmo do Paranaíba,MG0023523,**.***.633/***-**,FACIROLLI COMERCIO E REPRESENTAÇÕES LTDA,AGROZAP,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
AL,Maceió,AL0003034,**.***.388/***-**,HIPOGRIFO IMPORTAÇÃO E EXPORTAÇÃO LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
BA,Rio Real,BA0012076,**.***.028/***-**,R B DANTAS LTDA,COAGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MA,Presidente Dutra,MA0006270,**.***.900/***-**,RURAL BRASIL S.A.,RURAL BRASIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Cuiabá,MT0009547,**.***.938/***-**,COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Nonoai,RS0054208,**.***.213/***-**,Life Agro do Brasil Comércio de Insumos Agrícolas Sa - Filial 13,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
SP,Ribeirão Preto,SP0056642,**.***.678/***-**,GRB IMPORT LTDA,GRB - IMPORT,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
RS,Bom Jesus,RS0044598,**.***.838/***-**,RIZZI & CIA LTDA - FILIAL 03,AGRIMAR,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Nova Mutum,MT0009644,**.***.268/***-**,VITAL BRASIL CHEMICAL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,Vital Force,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MS,Mundo Novo,MS0014796,**.***.885/***-**,VOONKE DO BRASIL PRODUTOS QUIMICOS INDUSTRIAL LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
ES,Muniz Freire,ES0014176,**.***.140/***-**,VIVA ADUBOS LTDA,VIVA ADUBOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,SUBSTRATO PARA PLANTAS
SC,Chapecó,SC0026999,**.***.276/***-**,AGROPRIME ALIMENTOS LTDA,AGROPRIME,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Canarana,MT0008419,**.***.599/***-**,AGROVENCI COM. IMP. EXP. E AGROPECUÁRIA LTDA,AGROVENCI,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Pontal,SP0055468,**.***.565/***-**,VALLE DO MOGI COMERCIO LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Porto Alegre,RS0045136,**.***.938/***-**,COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RS,Tapejara,RS0046132,**.***.235/***-**,COOPERATIVA AGROINDUSTRIAL ALFA,COOPERALFA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PA,Belém,PA0008184,**.***.339/***-**,PITANGA FLORICULTURA COMERCIO VAREJISTAS DE FLORES E PLANTAS LTDA,Pitanga Floricultura,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Itapetininga,SP0060763,**.***.790/***-**,AGROCILLUS IMPORTACAO E EXPORTACAO LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
SP,Pirangi,SP0055972,**.***.833/***-**,VIDOTTI COMERCIO E REPRESENTAÇÃO COMERCIAL DE PRODUTOS AGROPECUARIOS LTDA,VIDOTTI COMERCIO E TRANSPORTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Patrocínio,MG0027073,**.***.505/***-**,BIOTROF FERTILIZANTES ORGANOMINERAIS EIRELLI,BIOTROF FERTILIZANTES ORGANOMINERAIS,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
RS,Ijuí,RS0046370,**.***.465/***-**,FOLIZA FERTILIZANTES ESPECIAIS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Jandaia do Sul,PR0029076,**.***.057/***-**,JANDAIA PRODUTOS DE HIGIENE E LIMPEZA LTDA,JANDAQUIMICA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
ES,Barra de São Francisco,ES0010308,**.***.320/***-**,TRIUNFO AGROPECUARIA LTDA,TRIUNFO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
TO,Guaraí,TO0007021,**.***.023/***-**,FIAGRIL LTDA,FIAGRIL,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Montes Claros de Goiás,GO0013625,**.***.564/***-**,LGV MINERAÇÃO LTDA,LGV MINERAÇÃO,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE MINERAL
SP,Sales Oliveira,SP0052353,**.***.378/***-**,GERMINATO INDUSTRIA DE FERTILIZANTE LTDA,GERMINATO INDUSTRIA DE FERTILIZANTES LTDA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Curitiba,PR0032808,**.***.212/***-**,GROW FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO EM GRANEL E COMERCIALIZADO EM EMBALAGEM PROPRIA
PR,Curitiba,PR0032808,**.***.212/***-**,GROW FERTILIZANTES LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
TO,Palmas,TO0007099,**.***.831/***-**,DEMICIANO AGRONEGOCIOS LTDA,ERANIA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SE,Aquidabã,SE0003433,**.***.565/***-**,FLOR DO SERTAO COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,FLOR DO SERTÃO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Lucas do Rio Verde,MT0011622,**.***.643/***-**,CONTINI E ROMANZINI CONTINI LTDA,CRC ORGÂNICO,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
MT,Boa Esperanca,MT0008532,**.***.723/***-**,LAVORO AGROCOMERCIAL S.A,LAVORO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SC,Ponte Alta,SC0032026,**.***.978/***-**,SOZO BRITAS LTDA,SOZO BRITAS,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,REMINERALIZADOR
PA,Tailândia,PA0008745,**.***.621/***-**,PORTAL AGRO COMERCIO E SERVICOS LTDA,Portal Agro,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,São Gotardo,MG0025844,**.***.785/***-**,GRAO DE OURO AGRONEGOCIOS LTDA.,GRAO DE OURO AGRONEGOCIO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Barra do Garças,MT0010081,**.***.928/***-**,LINEAGRO PRODUTOS AGROPECUARIOS LTDA,AGROLINE,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Paulínia,SP0067008,**.***.800/***-**,BIODIVERSITA SERVIÇOS DE APOIO AGRÍCOLA LTDA.,BIODIVERSITA,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,CONDICIONADOR DE SOLO
GO,Caiapônia,GO0016438,**.***.721/***-**,INTEGRA SOLUÇÕES AGRÍCOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Uberaba,MG0029181,**.***.063/***-**,CULTURA AGRONEGOCIOS LTDA,CULTURA AGRONEGOCIOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Lucas do Rio Verde,MT0010588,**.***.974/***-**,NSA COMÉRCIO E REPRESENTAÇÃO DE FERTILIZANTE LTDA,NS AGRO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Uniflor,PR0026379,**.***.756/***-**,WEST FERTILIZANTES LTDA,WEST FERTILIZANTES,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
PR,Campo Largo,PR0027588,**.***.551/***-**,NOVA AGRO FERTILIZANTES EIRELI,NOVA AGRO FERTILIZANTES EIRELI,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Paulínia,SP0057002,**.***.755/***-**,HELM DO BRASIL MERCANTIL LTDA,HELM DO BRASIL MERCANTIL LT,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EMBALADO
SC,Vargeão,SC0027871,**.***.212/***-**,NUTRIR BIOFERTILIZANTES S/A,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
GO,Rio Verde,GO0016187,**.***.723/***-**,CONCEITO AGRICOLA REPRESENTACOES E COMERCIO DE PRODUTOS AGROPECUARIOS LTDA,CONCEITO AGRICOLA,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,São Tomás de Aquino,MG0030554,**.***.645/***-**,GAIA EMPREENDIMENTOS AMBIENTAIS LTDA,GAIA AMBIENTAL,"FERTILIZANTE, INOCULANTE E CORRETIVO",PRODUTOR,FERTILIZANTE ORGÂNICO
TO,Gurupi,TO0007846,**.***.928/***-**,LINEAGRO PRODUTOS AGROPECUARIOS LTDA,AGROLINE,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Franca,SP0058904,**.***.744/***-**,DAYQUIMICA COMERCIO DE PRODUTOS QUIMICOS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Tangará da Serra,MT0013447,**.***.369/***-**,PSCHEIDT INSUMOS AGROPECUÁRIOS LTDA,PSCHEIDT INSUMOS AGROPECUARIOS,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MG,Pirajuba,MG0032646,**.***.961/***-**,GONÇALVES & SILVA COMÉRCIO DE PREODUTOS AGRÍCOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
MT,Rondonópolis,MT0011932,**.***.422/***-**,AGRICOLA ALVORADA S.A,AGRÍCOLA ALVORADA S.A.,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
RO,Porto Velho,RO0004642,**.***.830/***-**,FERTI SOLO INSUMOS AGRICOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",EXPORTADOR,PRODUTO EXPORTADO EMBALADO
RO,Porto Velho,RO0004642,**.***.830/***-**,FERTI SOLO INSUMOS AGRICOLAS LTDA,,"FERTILIZANTE, INOCULANTE E CORRETIVO",IMPORTADOR,PRODUTO IMPORTADO E COMERCIALIZADO EM GRANEL
SP,São Vicente,SP0059900,**.***.938/***-**,COBASI COMÉRCIO DE PRODUTOS BÁSICOS E INDUSTRIALIZADOS S.A.,,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
SP,Mogi Mirim,SP0060348,**.***.113/***-**,CASA DO ADUBO S.A,CASA DO ADUBO,"FERTILIZANTE, INOCULANTE E CORRETIVO",COMERCIANTE,PRODUTO COMERCIALIZADO EMBALADO
